1
100 10000 10000
49 37 671 330
24 7 116 885
74 94 713 288
20 64 704 297
68 75 405 596
53 27 678 323
93 84 680 321
17 87 122 879
45 17 264 737
7 18 997 4
1 53 423 578
99 33 805 196
6 72 91 910
84 51 758 243
72 63 990 11
18 60 17 984
50 16 123 878
13 59 389 612
28 58 245 756
99 33 711 290
44 73 103 898
42 100 84 917
13 59 847 154
45 17 11 990
35 92 379 622
10 83 21 980
9 35 569 432
56 52 490 511
22 50 971 30
19 39 315 686
46 31 349 652
75 22 371 630
68 75 443 558
57 20 669 332
7 18 40 961
70 34 417 584
86 42 941 60
98 40 411 590
66 90 812 189
81 65 530 471
79 4 825 176
7 18 471 530
86 42 317 684
12 3 38 963
90 46 937 64
92 24 650 351
19 39 11 990
28 58 19 982
54 68 43 958
78 44 500 501
96 26 915 86
50 16 653 348
54 68 42 959
62 5 789 212
63 48 632 369
51 10 878 123
5 95 957 44
68 75 177 824
49 37 888 113
88 38 322 679
94 32 918 83
73 66 701 300
44 73 718 283
54 68 613 388
42 100 638 363
30 28 334 667
61 74 861 140
66 90 624 377
30 28 390 611
24 7 851 150
26 21 895 106
48 49 266 735
31 8 66 935
32 11 918 83
94 32 727 274
74 94 354 647
59 54 469 532
45 17 121 880
80 41 116 885
68 75 439 562
4 13 874 127
38 70 974 27
77 67 928 73
65 25 972 29
42 100 261 740
90 46 782 219
39 30 911 90
13 59 300 701
30 28 712 289
49 37 923 78
20 64 405 596
41 99 196 805
30 28 474 527
37 12 747 254
18 60 199 802
64 62 93 908
92 24 157 844
73 66 948 53
28 58 47 954
4 13 313 688
96 26 88 913
45 17 973 28
34 97 946 55
58 2 303 698
27 79 600 401
14 77 830 171
20 64 264 737
50 16 208 793
41 99 14 987
16 14 764 237
76 47 510 491
73 66 393 608
60 88 200 801
86 42 801 200
46 31 778 223
14 77 959 42
40 91 236 765
95 82 656 345
2 6 515 486
56 52 328 673
70 34 446 555
35 92 618 383
55 76 737 264
56 52 584 417
70 34 319 682
80 41 238 763
28 58 901 100
26 21 398 603
21 19 886 115
94 32 80 921
77 67 719 282
41 99 517 484
2 6 302 699
66 90 20 981
51 10 449 552
43 93 730 271
13 59 612 389
18 60 813 188
98 40 315 686
10 83 136 865
89 78 888 113
49 37 650 351
37 12 816 185
52 36 544 457
58 2 439 562
47 69 642 359
31 8 646 355
93 84 880 121
96 26 813 188
39 30 74 927
17 87 401 600
26 21 170 831
45 17 343 658
30 28 247 754
4 13 963 38
96 26 933 68
59 54 914 87
66 90 398 603
87 86 623 378
98 40 911 90
2 6 315 686
2 6 985 16
52 36 367 634
68 75 507 494
19 39 680 321
27 79 163 838
48 49 670 331
5 95 628 373
45 17 278 723
96 26 233 768
81 65 218 783
30 28 442 559
82 56 457 544
34 97 86 915
56 52 356 645
9 35 549 452
62 5 904 97
73 66 50 951
65 25 993 8
45 17 717 284
90 46 449 552
77 67 950 51
15 71 718 283
20 64 1000 1
37 12 361 640
66 90 20 981
43 93 871 130
60 88 115 886
72 63 730 271
6 72 986 15
97 81 391 610
55 76 798 203
88 38 409 592
78 44 733 268
68 75 505 496
67 55 464 537
16 14 258 743
32 11 535 466
41 99 624 377
78 44 616 385
1 53 220 781
85 43 287 714
7 18 455 546
76 47 525 476
35 92 692 309
98 40 379 622
70 34 488 513
88 38 773 228
30 28 960 41
85 43 816 185
38 70 24 977
8 23 52 949
19 39 891 110
56 52 274 727
43 93 943 58
67 55 944 57
18 60 377 624
43 93 504 497
43 93 34 967
26 21 135 866
25 89 607 394
46 31 498 503
99 33 17 984
24 7 398 603
65 25 32 969
6 72 947 54
47 69 439 562
84 51 538 463
91 57 487 514
61 74 507 494
84 51 286 715
30 28 676 325
69 98 800 201
14 77 416 585
51 10 892 109
30 28 758 243
5 95 947 54
1 53 860 141
90 46 174 827
14 77 99 902
90 46 304 697
77 67 85 916
75 22 780 221
3 61 372 629
12 3 387 614
17 87 96 905
41 99 722 279
51 10 376 625
59 54 255 746
39 30 318 683
62 5 192 809
5 95 7 994
69 98 798 203
4 13 533 468
84 51 915 86
50 16 299 702
41 99 768 233
18 60 360 641
67 55 486 515
5 95 454 547
99 33 926 75
81 65 228 773
22 50 514 487
59 54 922 79
95 82 709 292
98 40 637 364
24 7 569 432
33 85 836 165
31 8 177 824
8 23 567 434
17 87 82 919
37 12 996 5
86 42 255 746
76 47 10 991
41 99 108 893
26 21 985 16
25 89 608 393
10 83 549 452
43 93 64 937
32 11 85 916
43 93 32 969
2 6 675 326
95 82 188 813
96 26 659 342
65 25 150 851
74 94 51 950
78 44 25 976
98 40 97 904
8 23 848 153
67 55 591 410
75 22 864 137
64 62 628 373
25 89 953 48
27 79 744 257
53 27 491 510
75 22 935 66
18 60 511 490
82 56 469 532
95 82 33 968
12 3 550 451
28 58 180 821
26 21 347 654
25 89 925 76
91 57 602 399
89 78 755 246
46 31 614 387
34 97 747 254
30 28 644 357
30 28 756 245
26 21 308 693
80 41 469 532
78 44 152 849
2 6 993 8
44 73 326 675
22 50 671 330
34 97 782 219
60 88 24 977
39 30 116 885
96 26 941 60
80 41 732 269
6 72 959 42
14 77 655 346
98 40 547 454
81 65 107 894
64 62 824 177
42 100 844 157
1 53 798 203
53 27 440 561
54 68 952 49
15 71 641 360
69 98 67 934
9 35 132 869
97 81 730 271
33 85 10 991
34 97 808 193
57 20 342 659
96 26 874 127
98 40 741 260
44 73 354 647
46 31 65 936
92 24 901 100
26 21 358 643
32 11 213 788
7 18 302 699
89 78 777 224
7 18 388 613
57 20 816 185
38 70 203 798
72 63 661 340
9 35 292 709
86 42 614 387
4 13 766 235
12 3 550 451
85 43 180 821
53 27 228 773
26 21 931 70
47 69 398 603
26 21 397 604
5 95 863 138
75 22 982 19
57 20 948 53
3 61 437 564
25 89 635 366
31 8 920 81
60 88 94 907
36 96 544 457
15 71 20 981
2 6 137 864
91 57 239 762
2 6 100 901
3 61 673 328
57 20 673 328
22 50 76 925
50 16 521 480
76 47 232 769
95 82 593 408
10 83 61 940
57 20 562 439
25 89 180 821
8 23 315 686
72 63 929 72
14 77 910 91
13 59 777 224
96 26 8 993
43 93 544 457
99 33 141 860
40 91 266 735
39 30 365 636
79 4 61 940
31 8 584 417
65 25 487 514
59 54 901 100
2 6 769 232
36 96 62 939
92 24 415 586
97 81 941 60
92 24 577 424
42 100 27 974
38 70 535 466
19 39 170 831
19 39 427 574
81 65 556 445
30 28 557 444
20 64 81 920
8 23 455 546
88 38 54 947
42 100 53 948
39 30 284 717
64 62 185 816
84 51 850 151
64 62 208 793
23 45 77 924
16 14 235 766
15 71 714 287
13 59 562 439
11 80 211 790
63 48 204 797
97 81 550 451
65 25 219 782
12 3 965 36
47 69 166 835
58 2 674 327
12 3 375 626
38 70 827 174
51 10 994 7
46 31 587 414
32 11 452 549
16 14 906 95
40 91 889 112
48 49 401 600
65 25 492 509
69 98 425 576
50 16 683 318
85 43 231 770
1 53 961 40
63 48 795 206
1 53 851 150
42 100 868 133
4 13 744 257
86 42 78 923
78 44 955 46
44 73 417 584
33 85 165 836
50 16 728 273
68 75 447 554
81 65 585 416
43 93 1000 1
35 92 718 283
67 55 830 171
27 79 728 273
59 54 927 74
57 20 506 495
35 92 930 71
2 6 705 296
81 65 80 921
51 10 826 175
77 67 682 319
89 78 574 427
46 31 837 164
67 55 235 766
43 93 442 559
84 51 294 707
24 7 712 289
11 80 513 488
72 63 989 12
34 97 35 966
46 31 619 382
7 18 401 600
55 76 45 956
26 21 98 903
72 63 231 770
70 34 823 178
12 3 265 736
82 56 634 367
35 92 122 879
43 93 826 175
1 53 221 780
25 89 800 201
36 96 681 320
92 24 132 869
40 91 165 836
54 68 739 262
61 74 345 656
8 23 873 128
58 2 600 401
16 14 795 206
49 37 806 195
64 62 65 936
23 45 363 638
57 20 674 327
96 26 300 701
91 57 925 76
66 90 782 219
51 10 493 508
71 9 657 344
73 66 648 353
93 84 19 982
58 2 233 768
66 90 517 484
12 3 955 46
63 48 834 167
83 29 330 671
65 25 189 812
3 61 804 197
76 47 130 871
15 71 594 407
49 37 263 738
93 84 392 609
97 81 222 779
18 60 98 903
18 60 788 213
62 5 526 475
22 50 545 456
81 65 698 303
73 66 771 230
66 90 203 798
8 23 929 72
72 63 645 356
38 70 855 146
39 30 390 611
29 15 248 753
60 88 819 182
56 52 610 391
51 10 44 957
60 88 610 391
65 25 897 104
52 36 449 552
72 63 677 324
51 10 687 314
6 72 174 827
92 24 143 858
56 52 651 350
68 75 793 208
11 80 488 513
66 90 740 261
64 62 752 249
5 95 721 280
67 55 184 817
95 82 508 493
10 83 621 380
48 49 763 238
73 66 724 277
23 45 10 991
46 31 431 570
10 83 860 141
37 12 693 308
22 50 309 692
80 41 225 776
40 91 128 873
64 62 373 628
71 9 624 377
94 32 119 882
72 63 738 263
5 95 416 585
73 66 33 968
11 80 979 22
93 84 134 867
33 85 905 96
77 67 647 354
13 59 539 462
66 90 945 56
62 5 220 781
10 83 110 891
6 72 206 795
68 75 775 226
66 90 20 981
89 78 679 322
37 12 314 687
74 94 68 933
43 93 799 202
4 13 257 744
29 15 574 427
16 14 419 582
70 34 933 68
14 77 73 928
8 23 130 871
32 11 241 760
94 32 537 464
44 73 24 977
54 68 984 17
37 12 620 381
36 96 679 322
25 89 987 14
65 25 179 822
29 15 245 756
48 49 669 332
9 35 270 731
3 61 117 884
62 5 370 631
54 68 455 546
89 78 300 701
3 61 322 679
80 41 835 166
65 25 521 480
23 45 510 491
28 58 237 764
62 5 76 925
21 19 330 671
8 23 432 569
73 66 846 155
40 91 954 47
34 97 708 293
6 72 913 88
94 32 181 820
69 98 198 803
73 66 738 263
52 36 504 497
25 89 956 45
74 94 709 292
27 79 666 335
99 33 807 194
8 23 686 315
38 70 610 391
67 55 975 26
37 12 578 423
82 56 589 412
53 27 978 23
70 34 82 919
16 14 964 37
73 66 457 544
17 87 855 146
26 21 423 578
98 40 219 782
84 51 918 83
49 37 517 484
52 36 304 697
90 46 260 741
53 27 594 407
54 68 918 83
42 100 485 516
8 23 842 159
2 6 921 80
37 12 142 859
14 77 947 54
27 79 45 956
48 49 581 420
28 58 741 260
66 90 656 345
61 74 727 274
52 36 605 396
2 6 16 985
52 36 945 56
78 44 805 196
23 45 963 38
50 16 502 499
61 74 483 518
12 3 271 730
9 35 605 396
30 28 381 620
33 85 492 509
40 91 111 890
29 15 118 883
77 67 727 274
98 40 729 272
31 8 814 187
19 39 746 255
91 57 198 803
91 57 733 268
38 70 667 334
62 5 565 436
71 9 425 576
35 92 687 314
34 97 440 561
64 62 549 452
27 79 337 664
15 71 54 947
4 13 774 227
69 98 30 971
37 12 316 685
3 61 698 303
53 27 96 905
40 91 817 184
71 9 686 315
71 9 589 412
27 79 824 177
67 55 384 617
21 19 925 76
47 69 813 188
56 52 704 297
82 56 753 248
96 26 567 434
44 73 241 760
26 21 839 162
23 45 470 531
86 42 902 99
31 8 506 495
51 10 459 542
36 96 281 720
73 66 338 663
77 67 288 713
25 89 636 365
99 33 427 574
20 64 581 420
98 40 3 998
47 69 365 636
33 85 629 372
71 9 155 846
41 99 244 757
5 95 809 192
26 21 983 18
46 31 991 10
65 25 946 55
27 79 60 941
48 49 968 33
72 63 168 833
47 69 790 211
59 54 645 356
58 2 434 567
87 86 864 137
71 9 678 323
19 39 576 425
66 90 817 184
29 15 486 515
87 86 50 951
97 81 53 948
90 46 481 520
91 57 759 242
7 18 236 765
99 33 285 716
36 96 393 608
77 67 408 593
71 9 4 997
88 38 584 417
13 59 803 198
7 18 915 86
87 86 86 915
86 42 18 983
72 63 597 404
35 92 725 276
58 2 456 545
82 56 133 868
49 37 202 799
55 76 28 973
88 38 952 49
18 60 262 739
20 64 338 663
83 29 819 182
10 83 663 338
41 99 898 103
10 83 867 134
20 64 822 179
26 21 800 201
25 89 874 127
29 15 43 958
28 58 733 268
25 89 687 314
29 15 671 330
73 66 364 637
64 62 244 757
32 11 463 538
10 83 640 361
4 13 520 481
83 29 65 936
9 35 960 41
21 19 340 661
59 54 436 565
22 50 562 439
74 94 75 926
50 16 27 974
59 54 805 196
67 55 194 807
1 53 286 715
79 4 731 270
69 98 572 429
10 83 885 116
5 95 374 627
93 84 318 683
1 53 470 531
6 72 407 594
69 98 127 874
67 55 6 995
74 94 970 31
25 89 881 120
62 5 54 947
54 68 943 58
96 26 468 533
20 64 218 783
21 19 703 298
62 5 541 460
41 99 238 763
60 88 993 8
52 36 324 677
6 72 722 279
61 74 687 314
78 44 175 826
55 76 269 732
81 65 995 6
35 92 925 76
31 8 381 620
12 3 609 392
13 59 260 741
21 19 681 320
32 11 377 624
59 54 273 728
16 14 799 202
51 10 624 377
2 6 263 738
35 92 697 304
97 81 855 146
17 87 474 527
70 34 280 721
16 14 947 54
19 39 57 944
60 88 116 885
3 61 313 688
3 61 517 484
31 8 15 986
49 37 170 831
84 51 997 4
27 79 896 105
92 24 411 590
86 42 260 741
17 87 106 895
36 96 697 304
72 63 804 197
73 66 939 62
64 62 644 357
24 7 247 754
59 54 76 925
39 30 259 742
13 59 194 807
59 54 86 915
6 72 598 403
57 20 745 256
31 8 348 653
15 71 667 334
46 31 502 499
64 62 606 395
19 39 678 323
23 45 174 827
95 82 618 383
57 20 332 669
18 60 708 293
5 95 710 291
31 8 336 665
85 43 81 920
29 15 550 451
98 40 603 398
77 67 300 701
41 99 373 628
52 36 698 303
60 88 58 943
80 41 335 666
20 64 162 839
67 55 765 236
97 81 74 927
96 26 930 71
61 74 437 564
69 98 688 313
98 40 643 358
25 89 840 161
86 42 384 617
17 87 382 619
8 23 362 639
69 98 206 795
35 92 956 45
49 37 565 436
20 64 285 716
16 14 48 953
61 74 600 401
16 14 559 442
98 40 49 952
48 49 824 177
75 22 187 814
10 83 155 846
48 49 427 574
75 22 847 154
1 53 199 802
94 32 152 849
56 52 245 756
38 70 795 206
18 60 432 569
97 81 509 492
4 13 115 886
22 50 201 800
62 5 151 850
7 18 764 237
36 96 206 795
77 67 636 365
43 93 595 406
27 79 722 279
1 53 665 336
19 39 651 350
17 87 410 591
56 52 131 870
52 36 516 485
5 95 168 833
15 71 880 121
42 100 602 399
30 28 746 255
56 52 312 689
59 54 328 673
65 25 324 677
85 43 534 467
64 62 746 255
71 9 513 488
76 47 276 725
73 66 255 746
59 54 211 790
74 94 637 364
55 76 898 103
29 15 808 193
88 38 496 505
77 67 250 751
82 56 340 661
80 41 966 35
36 96 172 829
72 63 194 807
36 96 875 126
2 6 51 950
76 47 866 135
60 88 819 182
28 58 890 111
95 82 568 433
97 81 592 409
50 16 166 835
20 64 592 409
47 69 583 418
3 61 45 956
54 68 656 345
83 29 230 771
33 85 960 41
78 44 912 89
14 77 683 318
35 92 829 172
73 66 232 769
34 97 701 300
47 69 892 109
44 73 705 296
74 94 600 401
43 93 100 901
67 55 678 323
85 43 16 985
97 81 729 272
26 21 621 380
27 79 152 849
54 68 1 1000
7 18 757 244
76 47 905 96
91 57 91 910
35 92 663 338
87 86 180 821
54 68 543 458
72 63 903 98
52 36 43 958
88 38 950 51
90 46 337 664
15 71 611 390
12 3 483 518
61 74 45 956
29 15 966 35
16 14 584 417
46 31 172 829
21 19 583 418
25 89 470 531
88 38 705 296
69 98 590 411
45 17 296 705
17 87 765 236
76 47 643 358
68 75 776 225
79 4 587 414
90 46 289 712
64 62 21 980
10 83 110 891
80 41 906 95
47 69 911 90
26 21 247 754
49 37 196 805
83 29 15 986
99 33 447 554
84 51 752 249
11 80 179 822
70 34 557 444
38 70 117 884
42 100 535 466
79 4 658 343
38 70 621 380
27 79 696 305
69 98 214 787
12 3 954 47
56 52 199 802
62 5 59 942
90 46 511 490
17 87 783 218
64 62 142 859
75 22 921 80
91 57 1 1000
6 72 845 156
18 60 908 93
42 100 410 591
77 67 735 266
56 52 598 403
45 17 619 382
40 91 471 530
32 11 95 906
13 59 392 609
85 43 208 793
88 38 392 609
77 67 342 659
91 57 651 350
61 74 598 403
66 90 578 423
60 88 446 555
82 56 377 624
47 69 435 566
10 83 772 229
97 81 807 194
75 22 29 972
91 57 930 71
51 10 254 747
8 23 373 628
37 12 197 804
65 25 577 424
13 59 281 720
3 61 44 957
34 97 198 803
60 88 984 17
50 16 110 891
5 95 712 289
8 23 637 364
93 84 849 152
16 14 509 492
20 64 943 58
67 55 852 149
15 71 594 407
55 76 624 377
88 38 452 549
49 37 604 397
59 54 734 267
37 12 824 177
6 72 975 26
85 43 258 743
87 86 324 677
29 15 379 622
5 95 17 984
25 89 175 826
5 95 195 806
38 70 694 307
85 43 378 623
17 87 59 942
93 84 689 312
25 89 282 719
94 32 126 875
47 69 997 4
24 7 34 967
97 81 312 689
65 25 107 894
23 45 957 44
47 69 179 822
84 51 111 890
62 5 17 984
45 17 51 950
50 16 309 692
62 5 388 613
7 18 610 391
54 68 852 149
31 8 289 712
31 8 831 170
79 4 445 556
62 5 940 61
23 45 802 199
20 64 597 404
69 98 936 65
42 100 225 776
79 4 163 838
67 55 426 575
16 14 216 785
33 85 261 740
51 10 692 309
46 31 621 380
40 91 462 539
78 44 376 625
23 45 858 143
75 22 335 666
92 24 798 203
7 18 964 37
68 75 59 942
87 86 402 599
52 36 709 292
27 79 190 811
12 3 641 360
90 46 623 378
64 62 944 57
83 29 314 687
84 51 702 299
62 5 158 843
56 52 866 135
64 62 831 170
4 13 238 763
71 9 626 375
80 41 255 746
50 16 512 489
70 34 40 961
22 50 426 575
76 47 665 336
93 84 353 648
26 21 356 645
83 29 65 936
98 40 651 350
80 41 826 175
86 42 43 958
1 53 943 58
37 12 479 522
54 68 640 361
73 66 343 658
48 49 404 597
7 18 714 287
11 80 385 616
77 67 828 173
33 85 160 841
11 80 815 186
60 88 631 370
25 89 528 473
50 16 591 410
74 94 505 496
1 53 883 118
6 72 587 414
66 90 308 693
84 51 810 191
16 14 199 802
20 64 755 246
41 99 707 294
84 51 662 339
57 20 109 892
26 21 447 554
29 15 527 474
17 87 926 75
66 90 555 446
5 95 696 305
54 68 868 133
44 73 619 382
76 47 969 32
76 47 809 192
88 38 571 430
8 23 333 668
89 78 504 497
14 77 6 995
63 48 136 865
76 47 9 992
92 24 612 389
60 88 934 67
58 2 161 840
14 77 246 755
53 27 493 508
33 85 847 154
71 9 437 564
25 89 727 274
22 50 188 813
42 100 77 924
59 54 643 358
72 63 687 314
42 100 272 729
94 32 664 337
50 16 646 355
63 48 27 974
6 72 273 728
19 39 615 386
9 35 38 963
37 12 861 140
7 18 259 742
35 92 511 490
50 16 246 755
98 40 988 13
48 49 396 605
82 56 222 779
60 88 524 477
93 84 37 964
43 93 527 474
40 91 76 925
97 81 606 395
65 25 843 158
57 20 207 794
56 52 294 707
82 56 61 940
59 54 609 392
85 43 84 917
83 29 818 183
62 5 796 205
58 2 106 895
54 68 562 439
58 2 589 412
74 94 20 981
16 14 42 959
9 35 552 449
91 57 76 925
23 45 88 913
92 24 886 115
73 66 6 995
75 22 29 972
16 14 625 376
43 93 206 795
62 5 328 673
83 29 253 748
16 14 981 20
37 12 581 420
69 98 728 273
34 97 923 78
44 73 658 343
90 46 596 405
47 69 90 911
46 31 902 99
40 91 138 863
59 54 345 656
5 95 149 852
63 48 620 381
70 34 925 76
27 79 25 976
86 42 557 444
6 72 94 907
52 36 361 640
10 83 402 599
73 66 731 270
16 14 704 297
88 38 963 38
36 96 910 91
68 75 960 41
85 43 125 876
63 48 535 466
95 82 388 613
5 95 447 554
46 31 350 651
5 95 843 158
28 58 779 222
3 61 360 641
71 9 561 440
63 48 33 968
3 61 369 632
91 57 148 853
50 16 141 860
20 64 542 459
86 42 106 895
61 74 908 93
35 92 396 605
79 4 136 865
79 4 315 686
92 24 285 716
78 44 868 133
41 99 158 843
95 82 937 64
67 55 713 288
42 100 600 401
9 35 17 984
82 56 119 882
76 47 907 94
19 39 686 315
2 6 995 6
25 89 26 975
2 6 226 775
65 25 522 479
12 3 185 816
79 4 889 112
13 59 62 939
45 17 106 895
81 65 270 731
91 57 249 752
92 24 360 641
99 33 769 232
66 90 493 508
82 56 509 492
91 57 484 517
